20080101004000000;0.0;0.124;-0.054;-0.003;-0.056;0.089;0.059;-0.047;0.025;0.035;0.167;0.075;0.071;0.131;-0.016;0.07
20080101004000010;0.018;0.117;-0.045;-0.017;-0.043;0.071;0.03;-0.002;0.035;0.045;0.154;0.084;0.078;0.144;0.024;0.062
20080101004000030;-0.052;0.163;-0.042;-0.041;-0.054;0.089;0.022;0.001;0.041;0.044;0.134;0.073;0.071;0.143;0.027;0.082
20080101004000050;-0.056;0.155;-0.052;-0.011;-0.049;0.069;0.053;-0.043;0.024;0.029;0.15;0.062;0.062;0.139;-0.006;0.062
20080101004000070;0.006;0.105;-0.045;-0.042;-0.044;0.08;0.026;-0.007;0.022;0.041;0.151;0.099;0.061;0.172;-0.01;0.054
20080101004000090;-0.017;0.144;-0.056;0.005;-0.063;0.068;0.062;0.003;0.041;0.034;0.135;0.077;0.079;0.124;0.026;0.074
20080101004000110;-0.021;0.154;-0.06;0.003;-0.07;0.073;0.045;-0.016;0.018;0.038;0.131;0.065;0.07;0.107;0.027;0.064
20080101004000130;0.01;0.123;-0.04;-0.043;-0.073;0.105;0.031;0.002;0.019;0.03;0.146;0.065;0.055;0.136;-0.018;0.072
20080101004000150;-0.006;0.13;-0.053;-0.006;-0.065;0.078;0.05;-0.01;0.055;0.034;0.167;0.075;0.071;0.107;0.025;0.056
20080101004000170;-0.002;0.144;-0.051;-0.006;-0.073;0.084;0.043;-0.015;0.026;0.046;0.152;0.111;0.066;0.081;0.033;0.048
20080101004000190;0.031;0.116;-0.042;-0.049;-0.069;0.09;0.049;0.005;0.013;0.032;0.162;0.078;0.075;0.126;-0.003;0.069
20080101004000210;0.033;0.101;-0.039;-0.024;-0.075;0.09;0.025;0.004;0.047;0.029;0.175;0.057;0.063;0.092;-0.032;0.055
20080101004000230;0.011;0.131;-0.043;-0.025;-0.053;0.067;0.025;0.015;0.041;0.036;0.156;0.085;0.074;0.063;0.01;0.06
20080101004000250;0.017;0.137;-0.047;-0.007;-0.042;0.059;0.048;0.02;0.051;0.031;0.15;0.078;0.088;0.112;0.028;0.067
20080101004000270;0.01;0.115;-0.046;-0.017;-0.045;0.073;0.036;0.018;0.041;0.042;0.191;0.094;0.042;0.095;-0.022;0.05
20080101004000290;0.005;0.115;-0.055;0.007;-0.054;0.085;0.016;0.003;0.045;0.05;0.158;0.106;0.051;0.084;-0.056;0.058
20080101004000310;0.006;0.127;-0.045;0.038;-0.041;0.061;0.026;-0.002;0.089;0.032;0.151;0.069;0.046;0.097;0.023;0.045
20080101004000330;0.019;0.093;-0.05;-0.023;-0.039;0.074;0.013;0.026;0.104;0.039;0.183;0.101;0.043;0.096;0.028;0.052
20080101004000350;0.026;0.127;-0.037;0.005;-0.064;0.084;0.055;-0.007;0.076;0.026;0.176;0.075;0.074;0.056;-0.017;0.047
20080101004000370;-0.033;0.133;-0.054;0.017;-0.072;0.074;0.044;-0.015;0.083;0.05;0.143;0.117;0.057;0.052;-0.011;0.048
20080101004000390;-0.024;0.11;-0.041;-0.038;-0.057;0.077;0.013;0.026;0.137;0.025;0.177;0.114;0.051;0.101;0.013;0.06
20080101004000410;-0.007;0.153;-0.045;-0.02;-0.078;0.121;0.046;-0.002;0.119;0.045;0.179;0.107;0.061;0.082;0.022;0.065
20080101004000430;-0.033;0.164;-0.034;0.005;-0.092;0.116;0.032;-0.037;0.105;0.052;0.145;0.124;0.067;0.067;-0.018;0.039
20080101004000450;-0.017;0.107;-0.047;-0.001;-0.052;0.092;0.03;0.007;0.162;0.034;0.163;0.097;0.059;0.089;-0.039;0.064
