20080101004000000;0;0.124;-0.054;-0.003;-0.056;0.089;0.059;-0.047;0.025;0.035;0.167;0.075;0.071;0.131;-0.016;0.07
20080101004000010;0.018;0.117;-0.052;-0.009;-0.051;0.071;0.039;-0.017;0.035;0.045;0.154;0.074;0.076;0.139;0.009;0.062
20080101004000020;0.003;0.133;-0.045;-0.017;-0.043;0.081;0.03;-0.002;0.037;0.033;0.157;0.084;0.078;0.144;0.024;0.077
20080101004000030;-0.036;0.151;-0.049;-0.041;-0.054;0.079;0.022;0.001;0.035;0.044;0.15;0.08;0.074;0.149;0.029;0.082
20080101004000040;-0.052;0.163;-0.042;-0.029;-0.055;0.089;0.046;-0.021;0.041;0.038;0.134;0.073;0.071;0.143;0.027;0.065
20080101004000050;-0.056;0.155;-0.052;-0.011;-0.049;0.069;0.053;-0.043;0.029;0.029;0.136;0.062;0.076;0.139;0.009;0.073
20080101004000060;-0.021;0.132;-0.046;-0.018;-0.052;0.077;0.041;-0.037;0.024;0.03;0.15;0.086;0.062;0.157;-0.006;0.062
20080101004000070;0.006;0.105;-0.045;-0.025;-0.049;0.08;0.032;-0.014;0.025;0.029;0.151;0.092;0.067;0.166;-0.003;0.054
20080101004000080;0.011;0.108;-0.052;-0.042;-0.044;0.065;0.026;-0.007;0.022;0.041;0.146;0.099;0.061;0.172;-0.01;0.061
20080101004000090;0.007;0.111;-0.051;-0.037;-0.052;0.068;0.024;0.003;0.017;0.038;0.135;0.087;0.07;0.161;-0.002;0.074
20080101004000100;-0.017;0.144;-0.056;0.005;-0.063;0.072;0.062;-0.019;0.041;0.034;0.146;0.077;0.079;0.124;0.026;0.069
20080101004000110;-0.021;0.154;-0.06;0.003;-0.065;0.073;0.045;-0.016;0.031;0.031;0.131;0.065;0.07;0.113;0.027;0.064
20080101004000120;-0.013;0.148;-0.051;-0.01;-0.07;0.085;0.044;-0.017;0.018;0.038;0.139;0.07;0.071;0.107;0.014;0.066
20080101004000130;0.002;0.142;-0.046;-0.038;-0.073;0.094;0.043;-0.016;0.019;0.03;0.146;0.075;0.063;0.124;-0.002;0.072
20080101004000140;0.01;0.123;-0.04;-0.043;-0.067;0.105;0.031;0.002;0.019;0.032;0.15;0.065;0.055;0.136;-0.018;0.054
20080101004000150;-0.001;0.13;-0.053;-0.035;-0.065;0.085;0.05;-0.005;0.042;0.036;0.153;0.068;0.071;0.128;-0.004;0.056
20080101004000160;-0.006;0.131;-0.048;-0.006;-0.065;0.078;0.04;-0.01;0.055;0.034;0.167;0.075;0.061;0.107;0.025;0.06
20080101004000170;-0.01;0.14;-0.053;-0.006;-0.073;0.084;0.049;-0.015;0.034;0.04;0.152;0.095;0.075;0.081;0.037;0.048
20080101004000180;-0.002;0.144;-0.051;-0.024;-0.067;0.083;0.043;-0.01;0.026;0.046;0.154;0.111;0.066;0.097;0.033;0.065
20080101004000190;0.021;0.125;-0.045;-0.049;-0.072;0.082;0.051;0.005;0.013;0.04;0.157;0.102;0.075;0.103;0.019;0.069
20080101004000200;0.031;0.116;-0.042;-0.045;-0.069;0.09;0.049;0.008;0.03;0.032;0.162;0.078;0.075;0.126;-0.003;0.06
20080101004000210;0.033;0.101;-0.039;-0.033;-0.073;0.09;0.039;0.004;0.047;0.038;0.175;0.066;0.063;0.092;-0.005;0.055
20080101004000220;0.026;0.109;-0.04;-0.024;-0.075;0.082;0.025;0.009;0.049;0.029;0.164;0.057;0.066;0.086;-0.032;0.055
20080101004000230;0.016;0.125;-0.042;-0.027;-0.066;0.078;0.025;0.009;0.041;0.036;0.159;0.065;0.067;0.065;-0.023;0.06
20080101004000240;0.011;0.131;-0.043;-0.025;-0.053;0.067;0.034;0.015;0.046;0.035;0.156;0.085;0.074;0.063;0.01;0.061
20080101004000250;0.008;0.137;-0.047;-0.015;-0.046;0.064;0.031;0.02;0.048;0.04;0.15;0.078;0.078;0.085;0.023;0.067
20080101004000260;0.017;0.129;-0.047;-0.007;-0.042;0.059;0.048;0.012;0.051;0.031;0.161;0.083;0.088;0.112;0.028;0.06
20080101004000270;0.01;0.115;-0.049;-0.009;-0.045;0.061;0.036;0.018;0.045;0.042;0.171;0.085;0.061;0.102;0.027;0.066
20080101004000280;0.012;0.113;-0.046;-0.017;-0.046;0.073;0.033;0.012;0.041;0.031;0.191;0.094;0.042;0.095;-0.022;0.05
20080101004000290;0.008;0.112;-0.05;-0.008;-0.054;0.085;0.016;0.003;0.045;0.039;0.158;0.106;0.041;0.096;-0.044;0.057
20080101004000300;0.005;0.115;-0.055;0.007;-0.049;0.066;0.031;0.005;0.061;0.05;0.163;0.093;0.051;0.084;-0.056;0.058
20080101004000310;0.006;0.127;-0.052;0.038;-0.043;0.067;0.026;-0.002;0.056;0.032;0.151;0.069;0.056;0.097;-0.013;0.045
20080101004000320;0.006;0.113;-0.045;0.022;-0.041;0.061;0.015;0.017;0.089;0.038;0.164;0.084;0.046;0.087;0.023;0.055
20080101004000330;0.009;0.093;-0.05;-0.002;-0.039;0.067;0.018;0.023;0.09;0.039;0.172;0.091;0.043;0.091;0.033;0.052
20080101004000340;0.019;0.098;-0.04;-0.023;-0.045;0.074;0.013;0.026;0.104;0.028;0.183;0.101;0.059;0.096;0.028;0.049
20080101004000350;0.026;0.106;-0.037;-0.025;-0.058;0.084;0.035;0.018;0.088;0.039;0.18;0.075;0.057;0.078;-0.003;0.056
20080101004000360;0.005;0.127;-0.041;0.005;-0.064;0.077;0.055;-0.007;0.076;0.026;0.176;0.089;0.074;0.056;-0.017;0.047
20080101004000370;-0.014;0.125;-0.054;0.017;-0.072;0.074;0.044;-0.017;0.083;0.035;0.15;0.097;0.057;0.052;-0.014;0.051
20080101004000380;-0.033;0.133;-0.044;0.005;-0.06;0.08;0.042;-0.015;0.103;0.05;0.143;0.117;0.064;0.077;-0.011;0.048
20080101004000390;-0.027;0.116;-0.043;-0.013;-0.061;0.077;0.013;0.005;0.117;0.025;0.156;0.114;0.051;0.091;-0.005;0.056
20080101004000400;-0.024;0.11;-0.041;-0.038;-0.057;0.096;0.033;0.026;0.137;0.029;0.177;0.114;0.059;0.101;0.013;0.06
20080101004000410;-0.007;0.13;-0.042;-0.029;-0.059;0.121;0.046;0.016;0.131;0.039;0.179;0.107;0.061;0.082;0.025;0.054
20080101004000420;-0.025;0.153;-0.045;-0.02;-0.078;0.115;0.04;-0.002;0.119;0.045;0.168;0.107;0.058;0.084;0.022;0.065
20080101004000430;-0.033;0.164;-0.048;-0.003;-0.082;0.107;0.032;-0.037;0.105;0.041;0.145;0.12;0.067;0.067;0.011;0.059
20080101004000440;-0.029;0.145;-0.034;0.005;-0.092;0.116;0.036;-0.025;0.119;0.052;0.146;0.124;0.054;0.083;-0.018;0.039
20080101004000450;-0.022;0.123;-0.038;-0.001;-0.071;0.098;0.027;-0.01;0.144;0.042;0.163;0.11;0.054;0.089;-0.039;0.054
20080101004000460;-0.017;0.107;-0.047;0.004;-0.052;0.092;0.03;0.007;0.162;0.034;0.161;0.097;0.059;0.086;-0.025;0.064
20080101004000470;-0.002;0.125;-0.042;0.013;-0.045;0.086;0.048;0.005;0.168;0.046;0.166;0.089;0.054;0.074;0.014;0.048
20080101004000480;-0.035;0.136;-0.038;0.007;-0.064;0.09;0.045;0.002;0.167;0.043;0.167;0.073;0.041;0.077;0.042;0.047
20080101004000490;-0.042;0.157;-0.038;0.01;-0.061;0.101;0.048;-0.015;0.153;0.034;0.17;0.085;0.041;0.083;0.026;0.049
20080101004000500;-0.041;0.163;-0.047;-0.001;-0.071;0.088;0.051;-0.027;0.148;0.038;0.155;0.089;0.053;0.093;0.002;0.056
20080101004000510;-0.042;0.149;-0.052;0.01;-0.05;0.082;0.039;-0.015;0.155;0.036;0.157;0.085;0.042;0.102;-0.014;0.057
20080101004000520;-0.025;0.138;-0.046;0.011;-0.037;0.074;0.041;-0.005;0.168;0.031;0.161;0.084;0.047;0.127;-0.022;0.052
20080101004000530;-0.013;0.123;-0.049;0.009;-0.023;0.057;0.045;0.007;0.165;0.029;0.175;0.099;0.024;0.131;-0.014;0.056
20080101004000540;0.002;0.119;-0.043;0.011;-0.033;0.071;0.038;0.001;0.16;0.042;0.167;0.088;0.019;0.127;0;0.059
20080101004000550;0.017;0.129;-0.046;-0.015;-0.054;0.085;0.034;0.012;0.154;0.044;0.16;0.08;0.047;0.099;0.03;0.061
20080101004000560;0.023;0.149;-0.049;0.002;-0.057;0.08;0.052;-0.003;0.157;0.034;0.173;0.071;0.055;0.09;0.04;0.064
20080101004000570;0.026;0.154;-0.054;0.006;-0.07;0.083;0.066;-0.003;0.152;0.04;0.164;0.086;0.049;0.103;0.031;0.063
20080101004000580;0.027;0.143;-0.049;0.001;-0.04;0.079;0.058;0.01;0.177;0.039;0.171;0.097;0.05;0.11;0.012;0.065
20080101004000590;0;0.143;-0.044;-0.008;-0.047;0.064;0.059;0.006;0.177;0.042;0.173;0.109;0.036;0.114;-0.042;0.062
20080101004000600;-0.002;0.122;-0.047;-0.017;-0.038;0.058;0.063;-0.004;0.19;0.043;0.188;0.077;0.053;0.123;-0.033;0.066
20080101004000610;-0.011;0.122;-0.044;-0.01;-0.049;0.061;0.062;-0.01;0.177;0.041;0.177;0.06;0.06;0.103;-0.023;0.06
20080101004000620;-0.007;0.131;-0.048;-0.004;-0.057;0.06;0.087;-0.011;0.164;0.043;0.172;0.069;0.052;0.097;0.009;0.063
20080101004000630;-0.002;0.135;-0.052;-0.003;-0.052;0.068;0.073;-0.014;0.164;0.046;0.166;0.084;0.061;0.092;0.048;0.059
20080101004000640;-0.002;0.127;-0.049;-0.03;-0.035;0.064;0.083;0.004;0.186;0.031;0.157;0.105;0.076;0.107;0.045;0.062
20080101004000650;0.002;0.118;-0.038;-0.047;-0.039;0.076;0.076;0.023;0.182;0.04;0.141;0.109;0.056;0.122;0.023;0.072
20080101004000660;-0.004;0.111;-0.051;-0.052;-0.038;0.084;0.077;0.031;0.181;0.033;0.15;0.091;0.051;0.127;-0.009;0.067
20080101004000670;0.004;0.128;-0.051;-0.03;-0.056;0.08;0.085;0.027;0.178;0.043;0.164;0.083;0.055;0.107;-0.021;0.067
20080101004000680;0.008;0.125;-0.051;-0.026;-0.054;0.084;0.084;0.014;0.17;0.028;0.168;0.081;0.057;0.098;-0.02;0.061
20080101004000690;0.007;0.119;-0.044;-0.022;-0.056;0.056;0.079;0.005;0.142;0.036;0.159;0.089;0.061;0.086;0.001;0.073
20080101004000700;0.017;0.118;-0.044;-0.03;-0.036;0.062;0.091;0.015;0.16;0.039;0.157;0.092;0.058;0.098;0.022;0.059
20080101004000710;0.011;0.121;-0.044;-0.045;-0.016;0.056;0.096;0.043;0.177;0.042;0.153;0.104;0.065;0.089;0.046;0.073
20080101004000720;0.004;0.131;-0.043;-0.034;-0.021;0.052;0.099;0.062;0.187;0.039;0.157;0.078;0.062;0.094;0.046;0.07
20080101004000730;-0.001;0.136;-0.047;-0.024;-0.013;0.045;0.095;0.041;0.199;0.036;0.183;0.081;0.054;0.096;0.02;0.062
20080101004000740;-0.002;0.124;-0.039;-0.031;-0.025;0.048;0.097;0.028;0.171;0.038;0.193;0.09;0.054;0.099;-0.006;0.071
