20080101004900000;-0.111;0.053;0.042;-0.115;-0.094;0.074;0.027;-0.041;0.037;0.025;0.007;0;0.042;0.029;0.015;0.061
20080101004900010;-0.027;0.057;0.03;-0.06;-0.043;0.095;-0.021;-0.062;-0.013;0.047;0.065;-0.021;0.044;0.099;0.011;0.06
20080101004900020;0.098;0.146;0.03;-0.014;-0.019;0.074;-0.052;-0.081;-0.057;0.038;0.175;0.028;0.083;0.199;0.016;0.062
20080101004900030;0.153;0.201;0.027;-0.031;-0.038;0.026;-0.062;-0.107;-0.065;0.036;0.25;0.071;0.128;0.239;0.019;0.047
20080101004900040;0.095;0.199;0.029;-0.059;-0.061;0.009;-0.038;-0.116;-0.053;0.038;0.229;0.111;0.13;0.227;0.02;0.055
20080101004900050;-0.067;0.123;0.033;-0.112;-0.104;0.041;0.009;-0.107;-0.04;0.038;0.115;0.08;0.124;0.11;0.029;0.054
20080101004900060;-0.229;0.013;0.037;-0.135;-0.139;0.08;0.031;-0.08;-0.008;0.047;0.015;0.041;0.088;0.034;0.026;0.052
20080101004900070;-0.263;-0.049;0.015;-0.13;-0.151;0.087;0.03;-0.045;-0.004;0.028;-0.02;-0.021;0.057;0.014;0.017;0.048
20080101004900080;-0.146;-0.033;0.02;-0.13;-0.133;0.078;-0.019;-0.041;0.001;0.045;0.039;-0.021;0.084;0.028;0.019;0.055
20080101004900090;0.042;0.044;0.034;-0.101;-0.078;0.033;-0.06;-0.081;-0.023;0.038;0.164;0.029;0.091;0.09;0.009;0.046
20080101004900100;0.186;0.143;0.032;-0.069;-0.004;0.02;-0.064;-0.125;-0.05;0.041;0.275;0.115;0.078;0.131;0.024;0.044
20080101004900110;0.127;0.181;0.024;-0.041;0.008;0.06;-0.064;-0.155;-0.095;0.034;0.289;0.156;0.075;0.125;0.021;0.034
20080101004900120;-0.043;0.155;0.043;-0.04;-0.003;0.133;-0.043;-0.148;-0.101;0.049;0.208;0.136;0.088;0.1;0.002;0.049
20080101004900130;-0.262;0.044;0.032;-0.063;-0.03;0.139;-0.016;-0.123;-0.093;0.036;0.123;0.086;0.081;0.07;-0.003;0.056
20080101004900140;-0.366;-0.06;0.033;-0.118;-0.061;0.102;-0.005;-0.071;-0.051;0.038;0.046;0.082;0.083;0.042;0.014;0.052
20080101004900150;-0.306;-0.097;0.034;-0.124;-0.087;0.04;0.009;-0.053;-0.028;0.036;0.097;0.073;0.079;0.066;0.014;0.051
20080101004900160;-0.112;-0.025;0.026;-0.084;-0.078;0.031;0.012;-0.048;0.004;0.034;0.152;0.102;0.102;0.096;0.035;0.069
